統一編號,公司名稱,英文名稱,代表人姓名,公司所在地,英文地址,電話,Mail,資本總額(元)
24792039,港香蘭藥廠股份有限公司-新北東分公司,,,臺北市南港區園區街40號1樓,,,,
53139762,港香蘭藥廠股份有限公司-桃園分公司,,,桃園市中壢區永光里民權路2段16號,,,,
33321708,舒靈化學工業股份有限公司,"SHULING CHEMICAL INDUSTRY CO., LTD.",林尚水,臺北市大安區復興南路2段160巷9號1樓,"1 F., No. 9, Ln. 160, Sec. 2, Fuxing S. Rd., Da’an Dist., Taipei City 10664, Taiwan (R.O.C.)
(來源:國貿局資料)","02-27026100-1
(來源:國貿局資料)",,"6,000,000"
69722158,華江醫療儀器股份有限公司,"HUA CHIANG MEDICAL CO., LTD.",鄭東松,臺南市南區彰南里新孝路197號、199號,"No. 197, Xinxiao Rd., Zhangnan Vil., South Dist., Tainan City 70252, Taiwan (R.O.C.)
(來源:國貿局資料)","06-264-7878
(來源:國貿局資料)
(06) 2647878
(02) 23620396
(來源:台灣標案網)",,"150,000,000"
51798606,裕豐國際科技股份有限公司,YUE PFONG INTERNATIONAL TECHNOLOGY CORP.,賴水生,臺中市南區長榮里永和街256巷1之3號,"No. 1-3, Ln. 256, Yonghe St., Changrong Vil., South Dist., Taichung City 40251, Taiwan (R.O.C.)
(來源:國貿局資料)","04-23590970
(來源:國貿局資料)
(04) 23590970
(來源:台灣標案網)",,"400,000,000"
05185717,貿彥企業有限公司,"TAIGULF CO., LTD.",梁哲鵬,新北市中和區中山路2段553號4樓,"4 F., No. 553, Sec. 2, Zhongshan Rd., Zhonghe Dist., New Taipei City 23547, Taiwan (R.O.C.)
(來源:國貿局資料)","02-87804941
(來源:國貿局資料)",,"5,550,000"
31297180,富亨企業有限公司,"GOLDEN PRIDE ENTERPRISE CO., LTD.",陳月足,新北市林口區興林路26之5號,"No. 26-5, Xinglin Rd., Linkou Dist., New Taipei City 24445, Taiwan (R.O.C.)
(來源:國貿局資料)","02-26027887
(來源:國貿局資料)",,"5,000,000"
30913046,普森企業有限公司,"TRANSLAND OF TAIWAN, INC.",黃淑雲,臺北市內湖區瑞光路8號7樓,"7 F., No. 8, Ruiguang Rd., Neihu Dist., Taipei City 11491, Taiwan (R.O.C.)
(來源:國貿局資料)","02-8792-3555
(來源:國貿局資料)",,"25,000,000"
86705267,川普森企業有限公司,"TRONPSEN ENTERPRISE CO., LTD.",趙譽竣,新北市中和區建八路125巷2號1樓,"1 F., No. 2, Ln. 125, Jian 8th Rd., Zhonghe Dist., New Taipei City 23585, Taiwan (R.O.C.)
(來源:國貿局資料)","02-25039336
(來源:國貿局資料)
(02) 82287128
(來源:台灣標案網)",,"6,000,000"
27230363,法商益普生股份有限公司,IPSEN PHARMA TAIWAN BRANCH (FRANCE),,,"13 F., No. 89, Songren Rd., Xinyi Dist., Taipei City 11073, Taiwan (R.O.C.)
(來源:國貿局資料)","02-27226009
(來源:國貿局資料)",,
47299918,普生股份有限公司,GENERAL BIOLOGICALS CORP.,林宗慶,新竹科學園區新竹縣創新一路6號,"#6,INNOVATION FIRST ROAD,SCIENCE-BASED PARK,HSIN CHU,TAIWAN,R.O.C
(來源:上市上櫃)","03-5779221
(來源:國貿局資料)
(03)5779221
(來源:台灣上市上櫃公司-普生)
(03) 5779221
(03) 35779221
(03) 5779221 --223
(來源:台灣標案網)",frank.lin@gbc.com.tw,"800,000,000"
20946791,慧與科技股份有限公司,Hewlett Packard Taiwan Ltd.,王嘉昇,臺北市南港區經貿二路66號10樓之1,"10F.-1, No. 66, Jingmao 2nd Rd., Nangang Dist., Taipei City 11568, Taiwan (R.O.C.)
(來源:國貿局資料)","02-26528700
(來源:國貿局資料)
(02) 26528700
(來源:台灣標案網)",,"2,088,474,700"
43900591,凱健企業股份有限公司,"K-JUMP HEALTH CO., LTD.",曾朝滿,新北市五股區五工五路56號,"No. 56, Wugong 5th Rd., Wugu Dist., New Taipei City 24890, Taiwan (R.O.C.)
(來源:國貿局資料)","02-22991378
(來源:國貿局資料)
(02) 22991378
(02) 25706669
(02) 22991378 --207
(來源:台灣標案網)",,"79,500,000"
20811718,越聖儀器廠股份有限公司,"YUEH SHENG ELECTRONIC INDUSTRIAL CO., LTD.",劉國樑,臺北市士林區前港街29號2樓,"2 F., No. 29, Qiangang St., Shilin Dist., Taipei City 11170, Taiwan (R.O.C.)
(來源:國貿局資料)","02-2882-2212
(來源:國貿局資料)
(02) 28822212
(來源:台灣標案網)",,"22,600,000"
09424211,富莊貿易有限公司,"FOUND STRONG CO., LTD.",林蘇金足,臺北市中山區新生北路3段7號9樓之1,"9 F.-1, No. 7, Sec. 3, Xinsheng N. Rd., Zhongshan Dist., Taipei City 10471, Taiwan (R.O.C.)
(來源:國貿局資料)","02-25961779
(來源:國貿局資料)
(02) 25941629
(來源:台灣標案網)",,"12,000,000"
22390988,黃氏製藥股份有限公司,"HWANG'S PHARMACEUTICAL CO., LTD.",黃榮男,雲林縣斗南鎮小東里大同路444巷11號,"No. 11, Ln. 444, Datong Rd., Xiaodong Vil., Dounan Township, Yunlin County 63050, Taiwan (R.O.C.)
(來源:國貿局資料)","05-5971197
(來源:國貿局資料)
(05) 5971197
(02) 27788123
(來源:台灣標案網)",,"49,000,000"
22365756,裕強生技股份有限公司,"EULOGIUMS CO., LTD.",顧中達,臺北市內湖區民權東路6段109號3樓之1,"3F.-1, No. 109, Sec. 6, Minquan E. Rd., Neihu Dist., Taipei City 11490, Taiwan (R.O.C.)
(來源:國貿局資料)","02-8791-0348
(來源:國貿局資料)
(02) 87910348
(來源:台灣標案網)",,"80,000,000"
83472997,翔康有限公司,,陳睿騰,桃園市楊梅區楊湖路一段793號,,,,"100,000"
22441277,華賀藥品實業有限公司,"BIOWELL PHARMACEUTICAL CO., LTD.",曾勝雄,臺北市中山區民生東路1段51號12樓,"12 F., No. 51, Sec. 1, Minsheng E. Rd., Zhongshan Dist., Taipei City 10451, Taiwan (R.O.C.)
(來源:國貿局資料)","02-25626628
(來源:國貿局資料)",,"5,000,000"
22618801,富雍實業有限公司,"EVERKING PHARMACEUTICAL & MEDICAL CO., LTD.",許耀元,臺北市內湖區行愛路77巷65號7樓,"7 F., No. 65, Ln. 77, Xing’ai Rd., Neihu Dist., Taipei City 11494, Taiwan (R.O.C.)
(來源:國貿局資料)","02-27168633
(來源:國貿局資料)
(02) 27900799
02-27163125
0227168633
(02)2716-3125
(來源:台灣標案網)",,"10,000,000"
34725019,順仁西藥行,SHUENN REN PHARMACEUTICAL CO.,張正賢,新北市中和區中山路２段３１２巷１２號１樓,"1 F., No. 12, Ln. 312, Sec. 2, Zhongshan Rd., Zhonghe Dist., New Taipei City 23557, Taiwan (R.O.C.)
(來源:國貿局資料)","02-22404959
(來源:國貿局資料)",,"500,000"
21251214,統健實業股份有限公司,PRESIDENT NATURAL INDUSTRIAL CORPORATION,羅智先,臺北市信義區忠孝東路4段560號7樓,"7 F., No. 560, Sec. 4, Zhongxiao E. Rd., Xinyi Dist., Taipei City 11071, Taiwan (R.O.C.)
(來源:國貿局資料)","02-27582880
(來源:國貿局資料)
(02) 27582888
(來源:台灣標案網)",,"120,000,000"
82243461,統健實業股份有限公司板橋雙十門市,,,新北市板橋區松翠里雙十路2段156號1樓,,,,
81288117,統健實業股份有限公司屏東自由門市,,,屏東縣屏東市北勢里自由路465﹑467﹑469號1樓,,,,
72744304,統健實業股份有限公司三重三和門市,,,新北市三重區慈愛里三和路4段219號1樓,,,,
42204049,統健實業股份有限公司三峽北大門市,,,新北市三峽區龍學里大學路152號,,,,
40780869,統健實業股份有限公司屏東建豐門市,,,屏東縣屏東市大連里建豐路274號1樓,,,,
02517208,統健實業股份有限公司羅東聖母門市,,,宜蘭縣羅東鎮南昌里中正南路142號1樓及地下室,,,,
31660054,統健實業股份有限公司宜蘭中山門市,,,宜蘭縣宜蘭市民權里7鄰中山路2段139號1樓,,,,
31529506,統健實業股份有限公司林口文化門市,,,新北市林口區南勢里文化三路1段457號,,,,
26597047,統健實業股份有限公司新竹光華門市,,,新竹市北 區光華里光華街91號1樓,,,,
30384340,統健實業股份有限公司羅東倉前門市,,,"宜蘭縣羅東鎮公正里10鄰倉前路99,101號1樓",,,,
30384931,統健實業股份有限公司新店北新門市,,,新北市新店區新生里北新路1段267號1樓,,,,
10687269,統健實業股份有限公司永和福和門市,,,新北市永和區福林里福和路164號1樓,,,,
10602874,統健實業股份有限公司淡水仁愛門市,,,新北市淡水區仁愛街14號1樓,,,,
36619864,統健實業股份有限公司新民門市,,,嘉義市西 區福民里新民路615號1樓,,,,
22853066,裕利股份有限公司,"ZUELLIG PHARMA, INC.",凱珀斯(Martinus Leopold Kuijpers),臺北市松山區南京東路4段126號10樓、10樓之1至之3,"10 F., No. 126, Sec. 4, Nanjing E. Rd., Songshan Dist., Taipei City 10595, Taiwan (R.O.C.)
(來源:國貿局資料)","02-25700064
(來源:國貿局資料)
(02) 25700064
(來源:台灣標案網)",,"218,000,000"
23118023,森昌有限公司,EVERMEDICAL COMPANY LTD.,余益輝,臺北市松山區復興北路369號8樓,"8 F., No. 369, Fuxing N. Rd., Songshan Dist., Taipei City 10541, Taiwan (R.O.C.)
(來源:國貿局資料)","02-2712-6611
(來源:國貿局資料)
(02) 27126611
(07) 5566788
(來源:台灣標案網)",,"15,000,000"
23896107,華億醫療儀器科技有限公司,"HWA YI MEDICAL CO., LTD.",羅珊,新北市汐止區康寧街169巷31之1號6樓之3及8樓之2,"6F.-3, No. 31-1, Ln. 169, Kangning St., Xizhi Dist., New Taipei City 22180, Taiwan (R.O.C.)
(來源:國貿局資料)","02-2695-5087
(來源:國貿局資料)
(02) 26955087
(04) 22070188
(來源:台灣標案網)",,"12,800,000"
23243578,普惠醫工股份有限公司,"PERFECT MEDICAL INDUSTRY CO., LTD.",東大發資產管理股份有限公司,彰化縣北斗鎮大新里新工一路100號,"NO. 100, SHIN GONG 1 RD.PEI DOU ZHEN, CHANG HWA HSIEN, TAIWAN
(來源:上市上櫃)","04-8887998
(來源:國貿局資料)
04-8887998
(來源:台灣上市上櫃公司-普惠醫工)
(04) 8887998
(來源:台灣標案網)",emily@pwuhui.com.tw,"800,000,000"
23149166,雅克股份有限公司,"BESTEC INSTRUMENTS CO., LTD.",李純芷,臺北市北投區大興街23巷11號2樓,"2 F., No. 11, Ln. 23, Daxing St., Beitou Dist., Taipei City 11269, Taiwan (R.O.C.)
(來源:國貿局資料)","28210166
(來源:國貿局資料)
(02) 28210166
(來源:台灣標案網)",,"5,000,000"
22048041,捷笙有限公司,JACKSONS MEDICAL CORP.,許永政,臺北市松山區民生東路5段162號4樓之4,"4F.-4, No. 162, Sec. 5, Minsheng E. Rd., Songshan Dist., Taipei City 10576, Taiwan (R.O.C.)
(來源:國貿局資料)","02-27622100
(來源:國貿局資料)
(07) 5378012
(02) 27678383
(來源:台灣標案網)",,"28,000,000"
86047763,惠眾股份有限公司,SURGITECH CORPORATION,蔡淑雅,高雄市苓雅區建民路21號,"No. 21, Jianmin Rd., Lingya Dist., Kaohsiung City 80289, Taiwan (R.O.C.)
(來源:國貿局資料)","07-7151812
(來源:國貿局資料)
(07) 7151812
(02) 86650080
(來源:台灣標案網)",,"5,000,000"
98793693,惠眾股份有限公司台北營業所,,,新北市新店區寶福里中興路2段192號12樓,,,,
86320312,朝悅股份有限公司,"CONPLUS INTERNATIONAL CO., LTD.",王愛琴,新北市三重區興德路111之3號11樓,"11 F., No. 111-3, Xingde Rd., Sanchong Dist., New Taipei City 24158, Taiwan (R.O.C.)
(來源:國貿局資料)","02-8512-3558
(來源:國貿局資料)
(02) 85123558
(來源:台灣標案網)",,"20,000,000"
23285106,明基三豐醫療器材股份有限公司,BenQ Medical Technology Corporation,陳其宏,臺北市內湖區洲子街46號7樓,"7th Floor, No.46, Zhou-z Street, Nei-HuTaipei, Taiwan.R.O.C.
(來源:上市上櫃)","02-87975533
(來源:國貿局資料)
(02)87975533
(來源:台灣上市上櫃公司-明基醫)
(02) 87975533
(來源:台灣標案網)",Stella.Wu@BenQMedicalTech.com,"1,500,000,000"
22505882,詠大製藥股份有限公司,"EVER GREAT PHARMACEUTICAL CO., LTD.",廖碧玲,彰化縣和美鎮塗厝里和頭路777號,"No. 777, Hetou Rd., Tucuo Vil., Hemei Township, Changhua County 50851, Taiwan (R.O.C.)
(來源:國貿局資料)","04-7551850
(來源:國貿局資料)",,"36,120,000"
80232431,艾菲蔻絲生化科技有限公司,"STYLECOSMO BIO-CHEMICAL INTERNATIONAL CO., LTD.",李明雄,新北市新店區中正路543號5樓,"5 F., No. 543, Zhongzheng Rd., Xindian Dist., New Taipei City 23148, Taiwan (R.O.C.)
(來源:國貿局資料)","02-22181260
(來源:國貿局資料)",,"20,000,000"
12394578,富鉑實業股份有限公司,ELGIN CORPORATION,阮永裳,臺北市內湖區瑞光路360號6樓之1,"6F.-1, No. 360, Ruiguang Rd., Neihu Dist., Taipei City 11492, Taiwan (R.O.C.)
(來源:國貿局資料)","02-87516060
(來源:國貿局資料)
(02) 87516060
(02) 87516060 --2016
(來源:台灣標案網)",,"25,000,000"
23359021,博而美國際股份有限公司,TBMS INTERNATIONAL CORPORATION,鄧先毅,臺北市內湖區民權東路6段15巷39號4樓,"4 F., No. 39, Ln. 15, Sec. 6, Minquan E. Rd., Neihu Dist., Taipei City 11494, Taiwan (R.O.C.)
(來源:國貿局資料)","02-87926000
(來源:國貿局資料)
(02) 87926000
(07) 5559378
(來源:台灣標案網)",,"325,000,000"
84287632,欣凱揚企業有限公司,"S.K.Y. EMBROIDERY CO., LTD.",陳朝榮,臺北市信義區永吉路189之6號4樓,"4 F., No. 189-6, Yongji Rd., Xinyi Dist., Taipei City 11063, Taiwan (R.O.C.)
(來源:國貿局資料)","02-27621257
(來源:國貿局資料)",,"5,000,000"
70703708,金凱揚企業有限公司,,余宗霖,新北市五股區水碓二路20號5樓,,,,"2,000,000"
31299928,堡麗華企業有限公司,"POLY-LUX ENTERPRISE CO., LTD.",何澤融,臺北市士林區延平北路5段83巷28弄1號1樓,"1 F., No. 1, Aly. 28, Ln. 83, Sec. 5, Yanping N. Rd., Shilin Dist., Taipei City 11171, Taiwan (R.O.C.)
(來源:國貿局資料)","(02)2811-5711
(來源:國貿局資料)",,"1,600,000"
06539251,萊特美生化股份有限公司,"DANITEX BIOLABS., INC.",林世龍,臺南市新營區忠政里府西路62之3號,"No. 62-3, Fuxi Rd., Zhongzheng Vil., Xinying Dist., Tainan City 73041, Taiwan (R.O.C.)
(來源:國貿局資料)","06-6351749
(來源:國貿局資料)",,"5,000,000"
22556642,登基有限公司,THRONE COSMETICS CO.,江瓊朱,臺南市安南區海佃路2段565號,"No. 565, Sec. 2, Haidian Rd., Annan Dist., Tainan City 70960, Taiwan (R.O.C.)
(來源:國貿局資料)","06-2551188
(來源:國貿局資料)",,"25,000,000"
85462679,登基有限公司高雄營業處,,,高雄市前金區長生里中山一路11號地下一層R9-01販賣店,,,,
23185649,雅迪絲化粧品有限公司,"ARTIST COSMETIC CO., LTD.",程介文,新北市樹林區三俊街252巷29號,"No. 29, Ln. 252, Sanjun St., Shulin Dist., New Taipei City 23865, Taiwan (R.O.C.)
(來源:國貿局資料)","02-26886915
(來源:國貿局資料)",,"5,000,000"
34095737,凱昌企業有限公司,"BS Medical Co., LTD.",蕭宇汝,新北市三重區光明路32巷34弄4號,"No. 4, Aly. 34, Ln. 32, Guangming Rd., Sanchong Dist., New Taipei City 24143, Taiwan (R.O.C.)
(來源:國貿局資料)","02-29791680
(來源:國貿局資料)
(02) 29791680
(02)29773588
02-29766905
(來源:台灣標案網)",,"5,000,000"
01178686,偉新國際興業有限公司,"VE SHIN INTERNATIONAL ENTERPRISE CO., LTD.",黃俊凱,臺北市松山區復興北路1號10樓,"10 F., No. 1, Fuxing N. Rd., Songshan Dist., Taipei City 10595, Taiwan (R.O.C.)
(來源:國貿局資料)","02-27506116
(來源:國貿局資料)",,"95,000,000"
22327424,偉新國際興業有限公司-高雄分公司,,,高雄市三民區九如二路３６６號１０樓,,,,
18916906,順天堂藥廠股份有限公司,"SUN TEN PHARMACEUTICAL CO., LTD.",盧道隆,新北市新店區北新路3段207號3樓,"3 F., No. 207, Sec. 3, Beixin Rd., Xindian Dist., New Taipei City 23143, Taiwan (R.O.C.)
(來源:國貿局資料)","02-89785799
(來源:國貿局資料)
(02) 89785799
(02) 8978579
(來源:台灣標案網)",,"620,000,000"
04969543,眾大股份有限公司,PRIZE PRODUCTS CORPORATION,陳志岳,臺北市大安區敦化南路2段97號17樓,"17 F., No. 97, Sec. 2, Dunhua S. Rd., Da’an Dist., Taipei City 10682, Taiwan (R.O.C.)
(來源:國貿局資料)","02-27058016
(來源:國貿局資料)",,"17,800,000"
11650326,集友企業有限公司,"CHIYU ENTERPRISE CO., LTD.",陳俊龍,臺北市松山區民生東路5段197號5樓之1,"5F.-1, No. 197, Sec. 5, Minsheng E. Rd., Songshan Dist., Taipei City 10589, Taiwan (R.O.C.)
(來源:國貿局資料)","02-27669800
(來源:國貿局資料)",,"10,000,000"
85473541,開源企業社,,葉富生,高雄市苓雅區正義里正義路１９號4樓,,,,"200,000"
47288594,開源企業社,,羅淮言,苗栗縣苗栗市勝利里中正路1089號,,,,"70,000"
42062338,開源企業社,,,桃園市楊梅區光華里文化街205號,,,,"25,000"
41005280,開源企業社,,,桃園市桃園區東門里006鄰中山東路24號,,,,"5,000"
09838269,開源企業社,,羅淮言,新竹市東區科園里科學園路1號,,,,"10,000"
39969549,開源企業社,,,桃園市桃園區雲林里2鄰桃鶯路227號,,,,"20,000"
39737582,開源企業社,,,臺中市東 區新庄里大智路19-1號騎樓前(19號右邊),,,,"50,000"
,,,,,,,,
15416343,雅林貿易股份有限公司,"YALIN TRADING CO., LTD.",周錦千,臺北市內湖區堤頂大道2段205號6樓,"6 F., No. 205, Sec. 2, Tiding Blvd., Neihu Dist., Taipei City 11493, Taiwan (R.O.C.)
(來源:國貿局資料)","02-26573899
(來源:國貿局資料)",,"20,000,000"
23669969,雅娜蒂股份有限公司,"AMITY CO., LTD.",簡伯勳,高雄市苓雅區建國一路140巷11號之6,"No. 11-6, Ln. 140, Jianguo 1st Rd., Lingya Dist., Kaohsiung City 80288, Taiwan (R.O.C.)
(來源:國貿局資料)","07-7273000
(來源:國貿局資料)",,"10,000,000"
78382877,華旭化工廠,HUA HSU CHEMICAL INDUSTRY FACTORY,林作榮,高雄市梓官區赤崁北路３５０巷３、５、７號１樓,"1 F., No. 7, Ln. 350, Chikan N. Rd., Ziguan Dist., Kaohsiung City 82644, Taiwan (R.O.C.)
(來源:國貿局資料)","07-6108755~6
(來源:國貿局資料)",,"15,200,000"
86955807,富田製藥廠股份有限公司,"FU-TIAN PHARMACEUTICAL CO., LTD.",黃周雪鳯,彰化縣伸港鄉（全興工業區）興工路43號,"No. 43, Xinggong Rd., Shengang Township, Changhua County 50971, Taiwan (R.O.C.)
(來源:國貿局資料)","04-7989696
(來源:國貿局資料)",,"100,000,000"
91082352,富佳股份有限公司,,張建伊,新北市汐止區水源路1段192號（1樓）,,,,"1,500,000"
09474696,琴妮麗品企業有限公司,"ARTEMIS & JENNY ENTERPRISE CO., LTD.",周徹,臺北市大安區安和路2段64號6樓之1,"6 F.-1, No. 64, Sec. 2, Anhe Rd., Da’an Dist., Taipei City 10680, Taiwan (R.O.C.)
(來源:國貿局資料)","02-2704-6499
(來源:國貿局資料)",,"10,000,000"
86727781,鄉村國際有限公司,"SHYANG TSUEN INTERNATIONAL CO., LTD.",劉麗玲,臺北市松山區南京東路4段186號9樓之1,"9F.-1, No. 186, Sec. 4, Nanjing E. Rd., Songshan Dist., Taipei City 10595, Taiwan (R.O.C.)
(來源:國貿局資料)","02-2578-6718
(來源:國貿局資料)",,"5,000,000"
22979375,順然藥品股份有限公司,"SHUNJAN PHARMACEUTICAL CO., LTD.",陳灶燃,彰化縣彰化市忠權里彰美路一段149巷17號,"No. 17, Ln. 149, Sec. 1, Zhangmei Rd., Zhongquan Vil., Changhua City, Changhua County 50062, Taiwan (R.O.C.)
(來源:國貿局資料)","04-7236857
(來源:國貿局資料)",,"20,000,000"
11653105,惠民製藥股份有限公司,"WEI MING PHARMACEUTICAL MFG. CO., LTD.",葉達雄,臺北市中山區吉林路98巷3號1樓,"1 F., No. 3, Ln. 98, Jilin Rd., Zhongshan Dist., Taipei City 10457, Taiwan (R.O.C.)
(來源:國貿局資料)","02-25223104-7
(來源:國貿局資料)
(02) 25628361
(02) 25628232
(02) 25223104
(來源:台灣標案網)",,"151,675,000"
89434486,偉捷儀器有限公司,WEI JET INSTRUMENTS CO.,邱偉勝,高雄市前鎮區崗山北街335號,"No. 335, Gangshan N. St., Cianjhen Dist., Kaohsiung City 80646, Taiwan (R.O.C.)
(來源:國貿局資料)","07-7211100
(來源:國貿局資料)",,"8,868,000"
23562024,順達興業股份有限公司,SUNSTAR CHEM.AND PHARM. CORP.,吳榮地,臺南市中西區永華里開山路109巷6號1樓,"1 F., No. 6, Ln. 109, Kaishan Rd., Yonghua Vil., West Central Dist., Tainan City 70046, Taiwan (R.O.C.)
(來源:國貿局資料)","06-636-2898
(來源:國貿局資料)",,"15,000,000"
86738561,傑永國際行銷有限公司,"JAY YONG INTERNATIONAL AGENCY CO., LTD.",張淑媛,臺北市文山區景興路256號1樓,"1 F., No. 256, Jingxing Rd., Wenshan Dist., Taipei City 11669, Taiwan (R.O.C.)
(來源:國貿局資料)","02-29308839
(來源:國貿局資料)",,"5,000,000"
21248577,黑爾美實業有限公司,"HAIR MEI CO., LTD.",陳享亮,新北市汐止區大同路1段141號(1樓),"1 F., No. 141, Sec. 1, Datong Rd., Xizhi Dist., New Taipei City 22145, Taiwan (R.O.C.)
(來源:國貿局資料)","02-26903111
(來源:國貿局資料)",,"10,010,000"
81200605,裕心企業有限公司,"RICHEVER ENTERPRISE CO., LTD.",陳裕彩,高雄市苓雅區青年一路1之3號,"No. 1-3, Qingnian 1st Rd., Lingya Dist., Kaohsiung City 80252, Taiwan (R.O.C.)
(來源:國貿局資料)","07-7213388
(來源:國貿局資料)",,"10,000,000"
84103959,博兆股份有限公司,BROJAW INC.,林天雄,新北市淡水區中正東路2段29號5樓,"5 F., No. 29, Sec. 2, Zhongzheng E. Rd., Tamsui Dist., New Taipei City 25170, Taiwan (R.O.C.)
(來源:國貿局資料)","02-28085088
(來源:國貿局資料)
(02) 28085088
(來源:台灣標案網)",,"60,000,000"
86905482,朝煇實業有限公司,"GRITTERY INDUSTRIAL CO., LTD.",何連祥,高雄市三民區鼎泰里民族一路640號,"No. 640, Minzu 1st Rd., Dingtai Vil., Sanmin Dist., Kaohsiung City 80793, Taiwan (R.O.C.)
(來源:國貿局資料)","07-3476497
(來源:國貿局資料)",,"15,000,000"
96945651,揚智生技股份有限公司,PROMED BIOTECH INC.,蘇金貞,臺北市大同區長安西路84號5樓之2,"5F.-2, No. 84, Chang’an W. Rd., Datong Dist., Taipei City 10351, Taiwan (R.O.C.)
(來源:國貿局資料)","02-87913506
(來源:國貿局資料)
(02) 87913506
(02) 87912898
(02) 21913506
(來源:台灣標案網)",,"28,000,000"
16029382,超美生物科技股份有限公司,"CHARMING BIOTECH CORP.,LTD",陳武剛,新竹市香山區牛埔南路244號,"No. 244, Niupu S. Rd., Xiangshan Dist., Hsinchu City 30091, Taiwan (R.O.C.)
(來源:國貿局資料)","03-5388133
(來源:國貿局資料)",,"28,000,000"
89325298,普門科技有限公司,"PROMEN TECH CO., LTD.",潘俊明,新竹市金竹里金竹路一一一巷一號八樓,"8 F., No. 1, Ln. 111, Jinzhu Rd., Jinzhu Vil., North Dist., Hsinchu City 30055, Taiwan (R.O.C.)
(來源:國貿局資料)","035-340839
(來源:國貿局資料)
03-5340837
(來源:台灣標案網)",,"5,000,000"
76406780,鈦旌企業股份有限公司,"TAXON ENTERPRISE CO., LTD.",張雪敏,高雄市苓雅區新光路38號27樓之6,"27F.-6, No. 38, Xinguang Rd., Lingya Dist., Kaohsiung City 80247, Taiwan (R.O.C.)
(來源:國貿局資料)","07-3334208
(來源:國貿局資料)",,"19,000,000"
88054971,鈦旌企業股份有限公司富民營業所,,,高雄市左營區新上里富民路352﹑354號,,,,
29049798,博登股份有限公司,,李育家,臺北市松山區復興北路167號5樓之1,,,,"500,000"
47183992,凱益股份有限公司,"MOULDEX CO., LTD.",陳光輝,新竹縣湖口鄉鳳凰村22鄰光復南路22號,"No. 22, Guangfu S. Rd., 22th Neighborhood, Hukou Township, Hsinchu County 30351, Taiwan (R.O.C.)
(來源:國貿局資料)","035-983109
(來源:國貿局資料)",,"22,000,000"
86451812,惠興股份有限公司,SURGIMED CORPORATION,劉鈞德,高雄市苓雅區建民路21號,"No. 21, Jianmin Rd., Lingya Dist., Kaohsiung City 80289, Taiwan (R.O.C.)
(來源:國貿局資料)","07-7151812
(來源:國貿局資料)
(04) 24716290
(07) 7151812
(02) 86650070
(來源:台灣標案網)",,"5,000,000"
54064640,鴻惠興股份有限公司,,林建興,臺南市永康區永康里永大路二段1129號地下一層之30,,,,"8,000,000"
98793687,惠興股份有限公司台北營業所,,,新北市新店區寶福里中興路2段192號12樓,,,,
69298836,統一化粧品企業股份有限公司,"TONNIE COSMETICS CO., LTD.",柯山本,臺南市安南區塩田里工業二路70號,"No. 70, Gongye 2nd Rd., Annan Dist., Tainan City 70955, Taiwan (R.O.C.)
(來源:國貿局資料)","06-3842222
(來源:國貿局資料)",,"56,000,000"
16622840,博宣寧股份有限公司,TAIWAN MEDICAL SERVICES CORPORATION,鄧林雪輝,臺北市內湖區瑞光路358巷30弄8號3樓之1,"3F.-1, No. 8, Aly. 30, Ln. 358, Ruiguang Rd., Neihu Dist., Taipei City 11492, Taiwan (R.O.C.)
(來源:國貿局資料)","02-87977755
(來源:國貿局資料)
(02) 87925666
(07) 5559872
(來源:台灣標案網)",,"100,000,000"
86057591,傑邁醫學科技股份有限公司,ZMI ELECTRONICS LTD.,李昭男,高雄市前鎮區復興四路12號12樓之10,"12F.-10, No. 12, Fuxing 4th Rd., Qianzhen Dist., Kaohsiung City 80661, Taiwan (R.O.C.)
(來源:國貿局資料)","07-815-0053
(來源:國貿局資料)
(07) 8150053 --324
(來源:台灣標案網)",,"50,000,000"
89716485,華健醫藥生技股份有限公司,"CALEB PHARMACEUTICALS, INC.",陶嘉莉,新竹縣湖口鄉鳳山村工業五路3號,"No. 3, Gongye 5th Rd., Hukou Township, Hsinchu County 30352, Taiwan (R.O.C.)
(來源:國貿局資料)","03-6960011
(來源:國貿局資料)",,"600,000,000"
16166462,晶元國際貿易有限公司,GLOBAL-OK VISION INC.,楊慶鈴,臺北市大安區安和路2段69巷6號2樓,"2 F., No. 6, Ln. 69, Sec. 2, Anhe Rd., Da’an Dist., Taipei City 10680, Taiwan (R.O.C.)
(來源:國貿局資料)","02-23782325
(來源:國貿局資料)
02-2378-2325
02-23782325
(來源:台灣標案網)",,"10,000,000"
86942418,華貿行實業股份有限公司,"FAMAHUN ENTERPRISE CO., LTD.",吳紹楓,新北市五股區五權七路52號4樓,"4 F., No. 52, Wuquan 7th Rd., Wugu Dist., New Taipei City 24890, Taiwan (R.O.C.)
(來源:國貿局資料)","02-22982211
(來源:國貿局資料)",,"10,000,000"
30011193,翔輪貿易股份有限公司,HSIANG LUN INTERNATIONAL CORP.,陳英正,臺北市大同區長安西路106號6樓,"6 F., No. 106, Chang’an W. Rd., Datong Dist., Taipei City 10351, Taiwan (R.O.C.)
(來源:國貿局資料)","02-25522828
(來源:國貿局資料)",,"6,000,000"
23716652,凱全股份有限公司,,陳高章,高雄市鳳山區新康街237巷4號,,,,"2,000,000"
